"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"LOC286367",30.175834299385,0.910093317630105,0.0885273901978251,1.02702795198087e-25,3.60735321120818e-25
"PCGF2",1087.24859895202,-0.741599142794865,0.0716702655764597,1.02777163815087e-25,3.60919250280212e-25
"KALRN",296.678402928869,1.03283039611477,0.100821808903608,1.03017352807213e-25,3.61685282126865e-25
"MDH1B",44.2937151663072,-1.14933091586306,0.112356357575825,1.03169610181991e-25,3.62142331653154e-25
"TMEM57",1216.35631566562,-0.45906184197087,0.0440054000350692,1.06104566400844e-25,3.72364827272795e-25
"FSTL4",83.9957054847901,-1.71976664257622,0.1674922826865,1.07736813339723e-25,3.78012181649513e-25
"CUTC",228.031370681251,0.476521823120958,0.0457173046074561,1.11764015084448e-25,3.92058413051798e-25
"AP4B1",351.938537812676,0.461628875959693,0.0442872698668937,1.1528588420896e-25,4.04326354218424e-25
"SCGB2A1",188.722199035364,-2.57637714544417,0.254008258334462,1.15570576661479e-25,4.05238172077436e-25
"SLCO4A1",73.2344998866732,1.596456141275,0.15563891855498,1.1583816277541e-25,4.06089631118838e-25
"LRFN2",15.3451190942585,-1.81270346918265,0.17675965833865,1.18573767748928e-25,4.15590921449927e-25
"EIF4E3",730.338818863136,-0.750510509059861,0.0726715817388909,1.21915481002441e-25,4.27212056159591e-25
"C6orf204",29.6345298547906,1.16352966275088,0.113931368006581,1.22108805806003e-25,4.27798107995702e-25
"WIPF1",1060.05632123796,0.787759555978639,0.0764139784067869,1.25968361020836e-25,4.41225501991197e-25
"CTSB",19042.6051431965,0.619588032539002,0.0597384240389843,1.27369950639943e-25,4.46039560279031e-25
"CACNA1E",6.94385400145813,1.67264526360094,0.163165794608035,1.27522372385535e-25,4.46478009442887e-25
"SLC45A4",480.765997070179,0.868540436593967,0.0845410032925744,1.29644878816176e-25,4.53812408711423e-25
"C1orf97",189.979250954224,-0.755877335463413,0.0732736951843787,1.34527875148707e-25,4.70804509508053e-25
"ATP5S",119.138131251028,-0.537125616529023,0.0516965253516213,1.35775148501883e-25,4.7506820837807e-25
"LY6E",9257.87615617745,1.21425671073402,0.119018840240805,1.36368857867171e-25,4.77043799444487e-25
"EPSTI1",298.66667142353,1.10750791972731,0.108532427672231,1.37607183656567e-25,4.8127305618735e-25
"ARID4A",485.120402158164,-0.588558173817179,0.0567370643544142,1.3854918157113e-25,4.84464341358186e-25
"PREPL",1795.43637647893,-0.583068346527465,0.0562062447342125,1.40536482725081e-25,4.91308594658888e-25
"KIAA1908",163.065991834317,-0.890472486263394,0.0868319984372134,1.43855444545488e-25,5.02804359019739e-25
"SFPQ",5434.05468095152,0.323284725414961,0.0310069187992588,1.44844488041312e-25,5.06153416561916e-25
"TMEM108",105.978347784751,1.65798746001442,0.161972756289068,1.48318658699684e-25,5.18183377774422e-25
"PARVB",557.475068839646,0.793520741337856,0.0771126395964428,1.4926762134119e-25,5.21387732721367e-25
"HLA.A",20616.5666478568,1.0164151885654,0.0995347098160828,1.49643845708507e-25,5.22590589984381e-25
"LUZP1",839.369426718258,0.580070526719457,0.0559468067085721,1.50227722092312e-25,5.245179492295e-25
"DHX40",1805.16941705096,-0.6929673366122,0.0671041397545477,1.55318919948818e-25,5.42178387725148e-25
"MVD",521.995115083943,0.990582776776701,0.0969883999185292,1.57284263836232e-25,5.48922080788451e-25
"HAUS7",295.547544811349,0.745706511128359,0.0723871472157863,1.62697749202046e-25,5.67694358681378e-25
"LARP6",231.822056145831,1.06470667971775,0.104451104876774,1.63517845073802e-25,5.70434541204927e-25
"GPR114",37.7404418678943,1.50888502619266,0.147702600304924,1.64881202396716e-25,5.75068331472109e-25
"FBXL2",242.099790724452,-0.734185709423162,0.071255582361091,1.6734013736041e-25,5.83520466225085e-25
"LOC645323",13.9595100956926,2.80795984181705,0.278761465219215,1.6895650142198e-25,5.89031560642877e-25
"LOC728613",198.886058403419,-0.822559391456367,0.0801244888672922,1.69868437804631e-25,5.9208499475337e-25
"DPP4",168.024918221864,1.38188089298816,0.135522256887211,1.70618746101182e-25,5.94573888314785e-25
"UBTF",3277.4275895225,-0.340595282377239,0.0327250211238336,1.71071157885323e-25,5.96023832368936e-25
"AGFG1",1686.05819858169,0.519407125341512,0.050080956850334,1.73129510241953e-25,6.03067181248409e-25
"P2RY8",120.013085050224,1.06972071837872,0.105012944740048,1.7390068113577e-25,6.05624813730367e-25
"C19orf59",7.89568221869864,1.97343724686086,0.193428595668205,1.74429982115668e-25,6.0721031337931e-25
"FAM189B",1209.7382730555,0.654655137040176,0.063376278661923,1.74395515687641e-25,6.0721031337931e-25
"LOC100233209",19.7614114341032,1.28348138452117,0.126051933005409,1.75952440766572e-25,6.12380200698937e-25
